L1_Eligibility ,Decision,Notes,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
1,not sure,wider economic impact?,UQNVW5JP,journalArticle,2016,"Mikulic, Davor; Bakaric, Ivana Rasic; Slijepcevic, Suncana",The economic impact of energy saving retrofits of residential and public buildings in Croatia,Energy Policy,,3014215,,http://ezproxy.lib.gla.ac.uk/login?url=https://www.proquest.com/docview/1810877963?accountid=14540&bdid=29235&_bd=6DKWxNVcbd8WIwcHQAuNB6uQaJc%3D,"The purpose of this paper is to estimunate the impact of energy saving investment in residential and public buildings in Croatia for the period 2015-2020. The aim is to assess the overall socio-economic impact of energy saving renovation measures defined in Croatian strategic documents in terms of the direct, indirect and induced growth of gross value added, employment and government revenues. An estimate of the avoided costs of air pollution is also included. The overall economic impact assessment is based on an input-output methodology. From the point of view of individual investors, the benefits in terms of reduced future expenses related to energy products are usually below energy efficient renovation investment costs, making an investment financially viable only if government support is provided. If the benefits for society as a whole are included, energy efficient renovation could be assessed as viable even in the short-run. Energy saving retrofits of residential and public buildings positively contribute to economic growth, employment and protection of the environment. Because of economic growth, the tax revenues induced by these investments could compensate for government expenditures, and the overall impact on the public deficit is expected to be neutral even in the short-run. [web URL: http://www.sciencedirect.com/science/article/pii/S0301421516303445]",2016-09,18/03/2023 17:45,18/03/2023 17:45,,630,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,4D4UDPHU,journalArticle,2023,"Micelli, E.; Giliberto, G.; Righetto, E.; Tafuri, G.",The economic value of sustainability. Real estate market and energy performance of homes,Valori e Valutazioni,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185664403&partnerID=40&md5=abd79db089816364c454ffca3733b77f,"The energy transition and decarbonisation require a major transformation of the housing stock. Responsible for around 40% of fossil fuel consumption and 30% of CO2 emissions, the built heritage must be upgraded in terms of energy performance. The issue is particularly sensitive for Italy, where seven out of ten homes are in the worst energy classes according to the classification introduced by the EU. The research aimed at investigating whether, and to what extent, energy-efficient homes command a premium price on the market compared to less efficient homes. The study focused on three medium-sized cities in northern Italy and developed three hedonic models based on more than 900 ask prices. The results confirm the stratification of the market in terms of energy efficiency levels. Estimates converge in absolute and relative terms between different cities. Particularly significant is the average gap found between properties in the highest efficiency class (Class A) and those in the lowest efficiency class (Class G), with values of around thirty percentage points, while the gap is around fourteen percentage points if we consider properties in Class D compared to Class G. The conclusions are in line with European studies on the subject, but show a trend towards an increasing gap between the market values of properties with different energy performance classes. © 2023, Dei Tipografia del Genio Civile. All rights reserved.",2023,02/05/2024 10:51,02/05/2024 14:38,,Mar-16,,34,2023,,,Il valore economico della sostenibilità. Mercato immobiliare e prestazioni energetiche delle abitazioni,,,,,,,,,,Scopus,,,,,,,,edifici sostenibili; Energy consumption; energy performance; energy transition; Fossil fuels; hedonic prices; housing market; mercato immobiliare; performance energetica; prezzi edonici; Real estate business; Renewable energy transition (Government policy); Sustainability; sustainable buildings; transizione energetica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,office?,8TNFQR8D,journalArticle,2013,"Eichholtz, Piet; Kok, Nils; Quigley, John M",The Economics of Green Building,The Review of Economics and Statistics,,346535,,http://ezproxy.lib.gla.ac.uk/login?url=https://www.proquest.com/docview/1318854515?accountid=14540&bdid=29235&_bd=4iS%2FqYFfes3%2FDIjupaoPNiG00ZQ%3D,"We analyze the economics of green building, finding that recent increases in the supply of green buildings and the volatility in property markets have not affected the returns to green buildings. We then analyze a large cross-section of office buildings, demonstrating that economic returns to energy-efficient buildings are substantial. Finally, we relate the economic premiums for green buildings to their relative efficiency in energy use -- the attributes rated for thermal efficiency, as well as sustainability, contribute to premiums in rents and asset values. Among green buildings, increased energy efficiency is fully capitalized into rents and asset values. [PUBLICATION ABSTRACT]",2013-03,18/03/2023 17:45,18/03/2023 17:45,,50,,1,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,7R9XDQFF,journalArticle,2022,"Marmolejo-Duarte, C.; Chen, A.",The effect of energy performance ratings over residential prices or how an insufficient control of architectural-quality may render spurious conclusions,Cities,,,10.1016/j.cities.2022.103674,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127361572&doi=10.1016%2fj.cities.2022.103674&partnerID=40&md5=d615a3d23df34af85395826d5a5c945c,,2022,18/03/2023 17:44,18/03/2023 18:02,,,,,126,,,,,,,,,,,,,Scopus,,,,,,,,Barcelona; Barcelona (Spain); Climate change mitigation; Energy consumption; Energy efficiency; Energy performance certificates; Government policy; Home prices; Housing market; Madrid; Madrid (Spain); Marginal pricing; Quality assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,office buliding,,3L6IDGY9,journalArticle,2024,"Akhtyrska, Y.; Fuerst, F.",The effectiveness of climate change regulations in the commercial real estate market,Energy Policy,,,10.1016/j.enpol.2023.113916,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179610273&doi=10.1016%2fj.enpol.2023.113916&partnerID=40&md5=011e6d9fff3913ae6933d2506b003065,"Legislation to increase building energy efficiency is a key climate change policy instrument in many countries. Although most of these regulations concern the housing stock, office buildings are also a considerable source of greenhouse gas emissions. Office markets face fewer pricing regulations than the residential market and may thus provide a clearer pricing signal of any policy impacts. This paper focusses on the introduction of Minimum Energy Efficiency Standards (MEES) in England and Wales. Applying machine-learning methods, Difference in Differences (DiD) and Fixed Effects (FE) panel data estimation to a comprehensive database of the London office market, our results suggest that the MEES policy has had a measurable and significant impact and lowered the rents of the combined group of affected office units by 6–8% following the announcement of MEES and in the run-up to implementation. A weakly significant 4.4% rental discount is detected for the bordering but unaffected class of EPC E-rated office buildings relative to the A–C EPC group, perhaps due to market expectations of a further expansion of MEES. © 2023 The Authors",2024,02/05/2024 10:51,02/05/2024 14:38,,,,,185,,,,,,,,,,,,,Scopus,,,,,,,,Building energy efficiency; climate change; Climate change; Commerce; Commercial real estate; Costs; energy efficiency; Energy efficiency; Energy efficiency standards; England; Gas emissions; Government policy on climate change; Greenhouse gases; Housing; housing market; Laws and legislation; Learning systems; Minimum energy; Minimum energy efficiency standard; Minimum energy efficiency standards (MEES); Office buildings; policy analysis; Policy evaluation; Price regulation; Real estate market; Real estate pricing; Real estate sales; Real-estates; regulatory approach; Residential mobility; United Kingdom; Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,8QVPXTUH,journalArticle,2019,"Marmolejo-Duarte, C.; Chen, A.",The evolution of energy efficiency impact on housing prices. An analysis for Metropolitan Barcelona,Revista de la Construccion,,,10.7764/RDLC.18.1.156,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066297262&doi=10.7764%2fRDLC.18.1.156&partnerID=40&md5=255f44f42f6c0f643fed0ec57cfbc368,,2019,18/03/2023 17:44,18/03/2023 18:03,,156-166,,1,18,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not Europe; China,,XAB2U83T,journalArticle,2024,"Fan, X.; Liu, M.; Zhang, B.; Zhang, W.","The Green Premium: Environmental Regulation, Environmental Risk and Property Value",Environmental and Resource Economics,,,10.1007/s10640-024-00848-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186889902&doi=10.1007%2fs10640-024-00848-z&partnerID=40&md5=befebc715b6cf2d471fabd337314696d,"This paper estimates the effect of the closure and relocation of chemical enterprises along the Yangtze River on housing prices in China. With a difference-in-differences (DiD) model and detailed data on polluting enterprises, house transactions, and environmental complaints, we find that environmental regulation led to a 1.7% increase in housing prices and a 43.3% reduction in perceived environmental risks, as measured by environmental complaints from surrounding residents. In addition, we observe a greater change in property values among taller buildings than among shorter buildings. This paper elucidates how developing countries can benefit from environmental regulation by influencing residents’ risk perceptions. © The Author(s), under exclusive licence to Springer Nature B.V. 2024.",2024,02/05/2024 10:51,02/05/2024 11:03,,,,,,,,,,,,,,,,,,Scopus,,,,,,,,Chemical enterprise; Costs; Developing countries; Enterprise closure; Environmental complaint; Environmental complaints; Environmental property; Environmental regulation; Environmental regulations; Environmental risks; Housing; Housing prices; Perceived risk; Perceived risks; Property value; Risk assessment; Risk perception; Risk value; Yangtze River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2Z6GIFVT,journalArticle,2023,"Gerassimenko, A.; Defau, L.; De Moor, L.",The impact of energy certificates on sales and rental prices: a comparative analysis,International Journal of Housing Markets and Analysis,,,10.1108/IJHMA-03-2023-0041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159958173&doi=10.1108%2fIJHMA-03-2023-0041&partnerID=40&md5=dc2e70da69f98230d16d55814180aa5b,"Purpose: The current literature on energy certificates shows that Energy Performance Certificate labels have an important effect on real estate prices. However, interestingly, the limited studies that address the rental market find significantly lower price premiums than the sales market. The purpose of this paper is to add to this literature, by doing a comparative analysis of price premiums in the sales and rental market in Flanders (Belgium). Design/methodology/approach: This study uses a hedonic regression model to analyze 177,670 real estate listings between 2016 and 2021. The data is provided by Immoweb – the largest online real estate platform in Belgium. The data set was divided in sold and rented properties: the authors evaluated 126,217 sales listings and 51,453 rent listings. Findings: The results confirm that energy efficient properties generate a price premium, but that this premium is significantly larger in the sales market than in the rental market. In addition, the findings indicate that both investors and landlords could benefit strongly from renovating dwellings – especially when renovating from an F label to an A label. Originality/value: Previous research focuses strongly on the sales market, although in many countries the rental market is similar in size and responsible from much energy consumption. Interestingly, the few studies that are addressing the rental market, find singificantly smaller price premiums than in the sales market. The findings add to this literature tradition and offer a comparative analysis of price premiums in the sales and rental market in Flanders. This allows us to not only show the similarities between both markets but also highlight the differences – creating valuable insights for academia, governments and real estate professionals. © 2023, Emerald Publishing Limited.",2023,02/05/2024 10:51,02/05/2024 11:03,,,,,,,,,,,,,,,,,,Scopus,,,,,,,,Energy efficiency; Energy labels; EPC; Housing market; Price premiums; Real estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,YVD8PYTZ,journalArticle,2014,"Fregonara, E.; Rolando, D.; Semeraro, P.; Vella, M.",The impact of Energy Performance Certificate level on house listing prices. First evidence from Italian real estate,Aestimum,,,10.13128/Aestimum-15459,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017228234&doi=10.13128%2fAestimum-15459&partnerID=40&md5=50df2e3ef125a5567e6ca204d645e2f0,,2014,18/03/2023 17:44,18/03/2023 18:04,,143-163,,,65,,,,,,,,,,,,,Scopus,,,,,,,,"Energy, Environmental, Health, and Safety Law K32; Energy: Demand and Supply; Energy: Government Policy Q48; Housing Supply and Markets R31; Prices Q41; Production Analysis and Firm Location: Government Policy R38; Real Estate Services L85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,ZLLUMIW3,journalArticle,2013,"Hogberg, L",The impact of energy performance on single-family home selling prices in Sweden,JOURNAL OF EUROPEAN REAL ESTATE RESEARCH,,1753-9269,10.1108/JERER-09-2012-0024,,"Purpose - This study aims to test whether energy performance effects single-family home sale prices. It also examines whether recommendations for supposedly cost-effective energy efficiency measures, by intervention category (construction, installation or operation/control technical measures), are perceived as untapped potential - a real option - that effects sale prices. Design/methodology/approach - The energy performance measurement and dummy variables for three categories of improvement recommendations are included as explanatory variables in a hedonic regression analysis using transaction data and energy performance certificates data for 1,073 observations. Findings - Results indicate that better energy performance effects selling prices positively. Energy efficiency recommendations seem to have an impact on sale price; home buyers seem to require a larger ""discount"" for more complex types of measures. Research limitations/implications - The sample only includes houses in the Stockholm; so-called sustainable buildings have not been specifically studied; and the heating source has not been accounted for. Originality/value - The EU energy performance certificates provide new information and measure energy performance more exactly than many earlier (proxy) variables. This is one of the first studies to test the effect of this information, and the first one using Swedish data.",2013,18/03/2023 17:45,18/03/2023 17:45,,242-261,,3,6,,,,,,,,,,,,,,WOS:000214106200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,DJGZW66K,journalArticle,2020,"Cespedes-Lopez, M.-F.; Mora-Garcia, R.-T.; Perez-Sanchez, V.R.; Marti-Ciriquian, P.",The influence of energy certification on housing sales prices in the province of alicante (Spain),Applied Sciences (Switzerland),,,10.3390/app10207129,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092890954&doi=10.3390%2fapp10207129&partnerID=40&md5=981ea87509116a00001835e6d206ceab,,2020,18/03/2023 17:44,18/03/2023 18:04,,Jan-30,,20,10,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,U7NHS2TG,journalArticle,2022,"Cespedes-Lopez, M.-F.; Perez-Sanchez, V.R.; Mora-Garcia, R.-T.","The influence of housing location on energy ratings price premium in Alicante, Spain",Ecological Economics,,,10.1016/j.ecolecon.2022.107579,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136087048&doi=10.1016%2fj.ecolecon.2022.107579&partnerID=40&md5=45f23abb06334c6f7399ee74bf9adeb1,,2022,18/03/2023 17:44,18/03/2023 18:04,,,,,201,,,,,,,,,,,,,Scopus,,,,,,,,Energy: General Q40; Housing Supply and Markets R31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,price effect?,5TVKNM8M,journalArticle,2021,"Petrov, Ivan; Ryan, Lisa",The landlord-tenant problem and energy efficiency in the residential rental market,Energy Policy,,3014215,,http://ezproxy.lib.gla.ac.uk/login?url=https://www.proquest.com/docview/2584776610?accountid=14540&bdid=29235&_bd=yaSitd%2FHj0qY0eCGR1X7K6fEzpc%3D,"The aim of this paper is to test for the persistence of the landlord-tenant energy efficiency problem in the residential rental property market in the presence of information on property energy performance. To do this, we compare the efficiency of rental and non-rental properties using a combination of Coarsened Exact Matching (CEM) and parametric regression. We use a sample of 585,578 residential properties in the Republic of Ireland - a region that legally requires rental properties to display energy performance certificates when advertised. The findings suggest that the landlord-tenant problem is present in the Irish rental market but that it is not uniform across locations, indicating the influence of other factors. To explore this further, we exploit the regional variation in rental property prices. We find a larger difference between rental and non-rental properties' energy efficiency in markets with scarcity in rental property supply. In addition, we are able to take advantage of a unique trait in building design to compare rental and non-rental properties which were identical at the time of their construction. The findings from this sub-group mirror our finding for the sample as a whole.",2021-10,18/03/2023 17:45,18/03/2023 17:45,,1,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,5289WA6D,journalArticle,2017,"Kholodilin, K.A.; Mense, A.; Michelsen, C.",The market value of energy efficiency in buildings and the mode of tenure,Urban Studies,,,10.1177/0042098016669464,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031433176&doi=10.1177%2f0042098016669464&partnerID=40&md5=24ca278445e34226b379311fa7016042,,2017,18/03/2023 17:44,18/03/2023 18:04,,3218-3238,,14,54,,,,,,,,,,,,,Scopus,,,,,,,,Energy consumption; Energy efficiency; hedonic analysis; Hedonistic consumption; Home prices; Homeowners; house price capitalisation; Rental housing; rental/owner-occupied housing; 房价资本化; 特征分析; 租赁房/业主自住房; 能效,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,price effect?,Q8ZSFS8B,journalArticle,2021,"Gallego Sánchez-Torija, J.; Fernández Nieto, M.A.; Gómez Serrano, P.J.",The merits of making energy costs visible: The sustainability benefits of monetizing energy efficiency certificates in Spanish rental homes,Energy Research and Social Science,,,10.1016/j.erss.2021.102169,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108646234&doi=10.1016%2fj.erss.2021.102169&partnerID=40&md5=c3653ff041bffe1252f7ed19a877e16e,,2021,18/03/2023 17:44,18/03/2023 18:04,,,,,79,,,,,,,,,,,,,Scopus,,,,,,,,Climate; Electric Utilities L94; Energy: Demand and Supply; Energy: Government Policy Q48; Environmental Economics: Government Policy Q58; Global Warming Q54; Housing Supply and Markets R31; Industry Studies: Utilities and Transportation: Government Policy L98; Natural Disasters and Their Management; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,,2QWZHKQK,journalArticle,2020,"Frondel, M.; Gerster, A.; Vance, C.",The power of mandatory quality disclosure: Evidence from the German housing market,Journal of the Association of Environmental and Resource Economists,,,10.1086/705786,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121396058&doi=10.1086%2f705786&partnerID=40&md5=5bc756199c344540f5e31cbfcdf336e2,,2020,18/03/2023 17:44,18/03/2023 18:04,,181-208,,1,7,,,,,,,,,,,,,Scopus,,,,,,,,D82; environmental certification; information asymmetry; L15; mandatory disclosure; Q58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,AMM3XDQZ,journalArticle,2016,"Stanley, S; Lyons, RC; Lyons, S",The price effect of building energy ratings in the Dublin residential market,ENERGY EFFICIENCY,,1570-646X,10.1007/s12053-015-9396-5,,"This paper is an empirical study of the relationship between the energy performance rating of residential homes in the Dublin market between 2009 and 2014 and their market prices, controlling for building type, size, age and location. Initial results suggest that energy efficiency has a significant, positive relationship with list price. A 50-point improvement in the Energy Performance Indicator (kWh/m(2)/year) is associated with a 1.5 % higher list price. Alternatively, using the Building Energy Rating metric, a 1-point improvement in the 15-point scale from G to A1 yields a list price increase of 1 %. This mirrors findings for efficiency price premiums on a nationwide basis from Hyland et al. (2013). We also find that it is important to include controls for the age of the dwelling to avoid biased energy efficiency estimates in the hedonic model.",2016-08,18/03/2023 17:45,18/03/2023 17:45,,875-885,,4,9,,,,,,,,,,,,,,WOS:000379581000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure; the source of epc,,8LJ34XVY,journalArticle,2016,"De Ayala, A.; Galarraga, I.; Spadaro, J.V.",The price of energy efficiency in the Spanish housing market,Energy Policy,,,10.1016/j.enpol.2016.03.032,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961938243&doi=10.1016%2fj.enpol.2016.03.032&partnerID=40&md5=8ec3a7472314259b146d66d0a141ec92,,2016,18/03/2023 17:44,18/03/2023 18:04,,16-24,,,94,,,,,,,,,,,,,Scopus,,,,,,,,Energy: Demand and Supply; Housing Supply and Markets R31; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,ZZDWNDTK,journalArticle,2023,"Copiello, Sergio; Coletto, Simone",The Price Premium in Green Buildings: A Spatial Autoregressive Model and a Multi-Criteria Optimization Approach,BUILDINGS,,2075-5309,10.3390/buildings13020276,,"The energy issue has given rise to a prolific research field, which branches into several strands. One of these strands focuses on the role played by building energy features in shaping property prices. Indeed, market players are expected to show a higher willingness to pay for building units characterized by higher energy performance. The study of the so-called price premium for building energy efficiency has flourished in the last decade or so; plenty of evidence is now available concerning its occurrence, although its magnitude is still debated. The literature relies on the methodological frameworks of statistical modeling and multiple regression, primarily employing hedonic price models. Lately, spatial autoregressive models have also been adopted. Here, we propose to deal with estimation of the price premium by adopting an innovative perspective. In particular, we use a methodological framework in which regression models are complemented with a multi-criteria optimization approach. Using a spatial autoregressive model first, and with D as the reference energy rating band, we find the following price premiums: 55% for A4, 42% for A3 to A, 20% for B or C, -14% for F, and -29% for G. The multi-criteria optimization approach proves efficient in estimating the price premium. The estimates above are essentially confirmed: the results converge for all the energy rating bands except for G.",2023-02,02/05/2024 10:52,02/05/2024 10:52,27/03/2023,,,2,13,,,,,,,,,,,,,,WOS:000944676500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,house price effect?,LGIPIARX,journalArticle,2020,"Konstantinou, T.; de Jonge, T.; Oorschot, L.; El Messlaki, S.; van Oel, C.; Asselbergs, T.","The relation of energy efficiency upgrades and cost of living, investigated in two cases of multi-residential buildings in the Netherlands",Smart and Sustainable Built Environment,,,10.1108/SASBE-04-2019-0044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077717427&doi=10.1108%2fSASBE-04-2019-0044&partnerID=40&md5=b62f02acf8500fc3cb16ce940b824bd6,,2020,18/03/2023 17:44,18/03/2023 18:04,,615-633,,4,9,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,opinions of real estate agents,ANUDZ4SL,journalArticle,2020,"Marmolejo-Duarte, C; Berrio, SS; Del Moral-Avila, C; Mendez, LD",The Relevance of EPC Labels in the Spanish Residential Market: The Perspective of Real Estate Agents,BUILDINGS,,2075-5309,10.3390/buildings10020027,,"Assessment regarding the impact of Energy Performance Certificates (EPC) on the residential market is largely inconclusive; while the majority of hedonic analyses have found EPC ratings to be correlated with prices, opinion-based research has found a negligible impact on prices and other marketing variables. Using the opinion of qualified real estate agents, this paper explores whether, in Spain, EPC labels play any role in housing marketing, as well as the policy changes required to foster efficient dwellings. The results reveal a large misunderstanding of the EPC labels, since they are seen as a global home-quality indicator, while their impact on residential marketing is quite poor. Apparently, both supply and demand place a small interest in energy performance, although it is slightly larger for sellers/buyers in relation to lenders/tenants. In any case, EPC labels are far from blurring the energy information asymmetry, since most of the buyers/tenants are informed of the EPC rating after having selected their home. Overall, the EPC scheme has a poor reputation exacerbated by inaccuracies, unintelligible units to express the financial and environmental implications of energy efficiency, and an apparent weak supervision. These findings stress the need to improve the scheme; in doing so, realtors suggest the need for some companion policies.",2020-02,18/03/2023 17:45,18/03/2023 17:45,,,,2,10,,,,,,,,,,,,,,WOS:000519946700017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,house price effect?,CEGCPKZB,journalArticle,2021,"Marmolejo-Duarte, C.; Onecha-Pérez, B.",The spatial uneven difussion of energy-efficiency transparency policy. An analysis of the multi-family market in Barcelona,Energy Policy,,,10.1016/j.enpol.2021.112462,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108706916&doi=10.1016%2fj.enpol.2021.112462&partnerID=40&md5=f2d6321c1c26f507cebb80226e001005,,2021,18/03/2023 17:44,18/03/2023 18:04,,,,,156,,,,,,,,,,,,,Scopus,,,,,,,,Energy: Demand and Supply; Energy: Government Policy Q48; Housing Supply and Markets R31; Prices Q41; Production Analysis and Firm Location: Government Policy R38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,real estate appraisal for epc,B9TXFEFH,conferencePaper,2016,"Pasek, J",THE SPECIFICS OF THE REAL ESTATE MARKET OF THE ENERGY EFFICENT BUILDINGS,,978-80-248-3940-0,,,,"The real estate market in the Czech Republic and even in other countries in the Central Europe is undergoing a change of the structure of estates which are traded there. This is due to a gradual growth of number of energy efficient buildings. However, the share of these property is in total still rather low which is besides other things caused by difficulty of their market valuation. Objective appraisal of real estates must reflect the market economy settings within the social and environmental contexts and it has to adequately react to changing needs of both real estate market and banking, construction and legislation, together with state and local authorities. This paper analyses the real estate market in the segment of modern buildings and their relationship to the traditional construction fund. It also describes the most important principles of objective valuation of energy efficient buildings, assesses motivational stimuli for development of this segment of real estate market and predicts its potential development in future.",2016,18/03/2023 17:45,18/03/2023 17:45,,158-160,,,,,,,,,,,,,,,,,WOS:000393241900043,,,,,,,,,"Perinkova, M; Nedved, M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8TH ARCHITEKTURA V PERSPEKTIV 2016,,,,,,,,,,,,,,,
1,clear,,U6SWWLWU,journalArticle,2019,"Marmolejo-Duarte, C.; Chen, A.",The uneven price impact of energy efficiency ratings on housing segments and implications for public policy and private markets,Sustainability (Switzerland),,,10.3390/su11020372,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059978835&doi=10.3390%2fsu11020372&partnerID=40&md5=1d07c6e24dba2a664257f18650c34c5e,,2019,18/03/2023 17:44,18/03/2023 18:04,,,,2,11,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,H5NINI5T,journalArticle,2020,"Brounen, D.; Groh, A.M.; Haran, M.",The value effects of green retrofits,Journal of European Real Estate Research,,,10.1108/JERER-12-2019-0049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091365115&doi=10.1108%2fJERER-12-2019-0049&partnerID=40&md5=197666c4d609f2768995a9301d7a44f6,,2020,18/03/2023 17:44,18/03/2023 18:04,,301-319,,3,13,,,,,,,,,,,,,Scopus,,,,,,,,Energy: Demand and Supply; Housing Supply and Markets R31; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,UJV36RCA,journalArticle,2013,"Hyland, M; Lyons, RC; Lyons, S",The value of domestic building energy efficiency - evidence from Ireland,ENERGY ECONOMICS,,0140-9883,10.1016/j.eneco.2013.07.020,,"Following the transposition of the EU Energy Performance of Buildings Directive into Irish law, all properties offered for sale or to let in Ireland are obliged to have an energy efficiency rating. This paper analyses the effect of energy efficiency ratings on the sale and rental prices of properties in the Republic of Ireland. Using the Heckman selection technique we model the decision to advertise the energy efficiency rating of a property and the effect of energy efficiency ratings on property values. Our results show that energy efficiency has a positive effect on both the sales and rental prices of properties, and that the effect is significantly stronger in the sales segment of the property market. We also analyse the effect of energy efficiency across different market conditions and we find that the effect of the energy rating is generally stronger where market conditions are worse. (C) 2013 Elsevier B.V. All rights reserved.",2013-11,18/03/2023 17:45,18/03/2023 18:04,,943-952,,,40,,,,,,,,,,,,,,WOS:000329081300089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,,PBBKPCHQ,journalArticle,2018,"Mense, A.",The Value of Energy Efficiency and the Role of Expected Heating Costs,Environmental and Resource Economics,,,10.1007/s10640-017-0179-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028743306&doi=10.1007%2fs10640-017-0179-7&partnerID=40&md5=7228dcabcf5abf047482710ba5ede69a,,2018,18/03/2023 17:44,18/03/2023 18:04,,671-701,,3,71,,,,,,,,,,,,,Scopus,,,,,,,,Energy: Demand and Supply; Housing Supply and Markets R31; Prices Q41; Production Analysis and Firm Location: Government Policy R38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
